baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRIM31	350.099294815713	-1.55149913429191	0.289986300609462	-5.3502497567338	8.7832929243822e-08	3.65785400478793e-05
CD177	173.761917407677	-1.7628512125979	0.330315335427324	-5.33687365837048	9.45628822191862e-08	3.90938140374472e-05
ANKRD40CL	3.98804506535295	-2.47165868885933	0.463246997935891	-5.33550935002795	9.52767189885327e-08	3.91034986237139e-05
LINC00705	8.65783182341249	-2.90930390055398	0.546252970511957	-5.3259278349138	1.00439004729564e-07	4.0925642804842e-05
NAA11	9.86867029925386	-3.89546843593143	0.732675502273373	-5.31677178211149	1.0562440947146e-07	4.27311093117466e-05
SNORD13	9.50216391986019	-4.87985439844055	0.918081894365089	-5.31527135911473	1.06498497804373e-07	4.27791625435751e-05
TFF2	103.04919265154	-3.63923418878732	0.686812340642093	-5.29873150704462	1.16609958038133e-07	4.61856979256208e-05
SERPINA5	142.846275366929	-1.6651643200925	0.314655814760837	-5.29201826878092	1.209738042105e-07	4.75813494644047e-05
LINC01287	20.1838844455655	-2.43582992353501	0.461948613784634	-5.27294562825687	1.34251346544731e-07	5.24395018317275e-05
AHSG	5.17751675584002	-2.42459887517081	0.460206844125414	-5.26849808107171	1.37544480208383e-07	5.33578374660437e-05
SOHLH2	34.9721107183272	-1.99238703378581	0.37926852790779	-5.25323586635749	1.49449945859365e-07	5.71928786052887e-05
CDK5R2	31.0771471483425	-1.91238000805431	0.364024265723545	-5.25344101512906	1.49283499632347e-07	5.71928786052887e-05
AC073365.1	9.29812836497926	-3.90996792050469	0.745744959866515	-5.24303633403645	1.57955419044301e-07	6.00421410995379e-05
KRT18P31	6.53533784275112	-1.57744432058543	0.301271228706207	-5.23596072336439	1.64128855977251e-07	6.19728676322637e-05
PIWIL3	15.8608254473636	-3.52961525641069	0.677028696957575	-5.21339091278116	1.85419586256066e-07	6.91767848605377e-05
SNORA14A	5.06190347364555	-2.71883990785625	0.524443567565628	-5.18423730598244	2.16900621270279e-07	7.9771541477312e-05
AC009509.1	6.13640113955499	-2.06205915595272	0.397668146019143	-5.18537674338508	2.15578624500508e-07	7.9771541477312e-05
TMEM14EP	7.27541773678797	-2.17583397677477	0.420073639827334	-5.17964892457694	2.22303878624382e-07	8.07105581892806e-05
FNTAP2	2.86249722190348	-2.63050899128437	0.507758103609819	-5.18063418896364	2.21132780688848e-07	8.07105581892806e-05
IGHV1-69	685.762343954932	-1.51976254711512	0.293620951754242	-5.17593359068989	2.26774115705172e-07	8.18091233459206e-05
KRT6B	97.5446019208727	-2.23953683782201	0.432869201657621	-5.17370334790735	2.29499097925606e-07	8.19248812330202e-05
UGT1A1	38.2739251669488	-2.51318236287339	0.485798128534023	-5.17330597887921	2.29987925351358e-07	8.19248812330202e-05
ANXA13	35.3684477195081	-1.78868660029908	0.346547261506829	-5.16145068502823	2.45043446945622e-07	8.67423171756633e-05
TPRXL	13.7164921039309	-1.66778191375634	0.323436143769744	-5.15644879486208	2.51677265384992e-07	8.85372481793489e-05
CEACAM7	133.449963163444	-1.66325430992088	0.322928630978509	-5.15053219307633	2.59748339797211e-07	9.03555242614732e-05
AC010491.2	8.22357721933955	-1.63076850695612	0.316634145697601	-5.15032421207525	2.60036555927471e-07	9.03555242614732e-05
SCN5A	30.3377216966829	-1.29749584034984	0.25206371072497	-5.14749162669257	2.63992784577272e-07	9.06832682612349e-05
CLEC2L	17.4313108276503	-2.02812845085935	0.394100362700075	-5.14622325380307	2.6578308788031e-07	9.06832682612349e-05
AC104695.3	26.4691137529609	-1.43090554707803	0.278021059855587	-5.14675236408812	2.65034829753853e-07	9.06832682612349e-05
AL137803.1	3.26303297969186	-2.23148980134168	0.43486677789981	-5.13143315320305	2.87544345040651e-07	9.75205785294155e-05
TRIM10	16.9914158310258	-1.88080426060238	0.367133585702875	-5.12294253058215	3.0080405238556e-07	0.000101410356660794
MYO18B	19.4557015589199	-1.89408454449588	0.370191101415691	-5.1165047923964	3.11249380640974e-07	0.00010431090189789
SNORA22	9.63394421566432	-1.77866754568975	0.347884573977554	-5.11280947399671	3.17402390970418e-07	0.000105162335335119
MLXP1	6.84103818799169	-2.0217699864272	0.395436943934277	-5.1127493711443	3.17503431305931e-07	0.000105162335335119
SLC13A5	24.6754245474902	-1.72758813539688	0.338388576123353	-5.10533823330702	3.30203359601921e-07	0.000107169907530448
MEIOB	26.9168660267669	-1.66431909927804	0.325896133212429	-5.10690041907671	3.2748621800802e-07	0.000107169907530448
ZNF99	8.75081207909969	-1.89398954182423	0.370945220052016	-5.10584700770276	3.29316056925389e-07	0.000107169907530448
AP000331.1	31.2054759670008	-1.48216877457014	0.29034769756225	-5.10480636496994	3.31133405449141e-07	0.000107169907530448
FRG1FP	11.5078326729319	-2.13388695547526	0.418113403244155	-5.1036081094707	3.33237997592692e-07	0.000107238259702585
SOX30	38.5425130200883	-1.29612963665818	0.25497871414399	-5.08328564213498	3.70961182668288e-07	0.000118036513842508
TUBA3C	8.17032007679477	-5.01452223414572	0.986388917895492	-5.08371712533474	3.70119035473962e-07	0.000118036513842508
IGHV7-56	13.266200455254	-1.61952200311524	0.318731656456567	-5.08114575477046	3.75165109019138e-07	0.000118707270640368
TDRD12	27.9885621318412	-1.38030863517362	0.271760929934387	-5.07912831880166	3.79170553832457e-07	0.000119308121266459
CALML5	49.8810665276781	-3.03003712276466	0.596712278234679	-5.07788633364267	3.81656898188489e-07	0.000119426980108285
BNIP5	84.7443312686232	-1.81259889338001	0.357046024485951	-5.0766533417916	3.84140798143637e-07	0.000119543772116809
DSC3	99.8396362027657	-1.55317939181137	0.306134788709007	-5.07351483430302	3.90534014477798e-07	0.000120869210448052
AL591501.1	11.5197744363001	-2.6077148083715	0.514973577266875	-5.06378370364448	4.11015964507791e-07	0.000126516968466262
AC016831.1	71.5296037973795	-1.26111794656489	0.249424660512836	-5.05610769990399	4.27899744865697e-07	0.000131002085133532
AC012213.4	7.98749962035783	-2.8859660084774	0.570980992829312	-5.05439943662035	4.31747173746897e-07	0.000131469335627294
PCDHGB8P	11.2841041987622	-1.48547527983923	0.295096239484084	-5.03386719680426	4.80682736406898e-07	0.000145587747725208
PADI3	91.7704858032591	-2.63653724677809	0.524262852659244	-5.02903692948042	4.9294945419759e-07	0.000148508889291719
HCN1	36.2408508859249	-1.99712874668643	0.397761060403687	-5.02092574034157	5.14230386136793e-07	0.00015410042650802
AC127035.1	5.01976835987763	-2.24912777742326	0.448077814581306	-5.01950264938892	5.18054310439321e-07	0.000154429263340328
IRX4	6.62661921523559	-3.00613923432951	0.599769402979077	-5.01215837186409	5.38228763128187e-07	0.000159603144953164
ATP11AUN	13.1424492859287	-2.28708472573448	0.456903338170342	-5.00562052116549	5.56823597778937e-07	0.000164257161098976
TMEM151A	28.3740176934726	-1.65958119229169	0.331647860356142	-5.0040461304636	5.61393134020624e-07	0.00016474706903969
AP000577.2	8.90070881631068	-1.53645125005994	0.307250344141942	-5.00064940317898	5.71375314675376e-07	0.000166812139549402
SCARNA21	21.3134170621486	-1.97594756329284	0.396431962917251	-4.98432959025883	6.21770159765419e-07	0.000180593940045096
TFF1	611.824820598601	-2.43972261147086	0.490230735462933	-4.97668227424988	6.46833651606413e-07	0.000185966316546619
AC073569.1	2.65503045416364	-2.35091039889098	0.472374565748085	-4.9767929295006	6.46464140736723e-07	0.000185966316546619
IGLV1-51	78.611703074553	-1.34118636398069	0.269870508310557	-4.96974038540475	6.7042606745252e-07	0.000191450602557293
HSPD1P11	10.188208986646	-1.50615273650868	0.303163496315627	-4.96812035358177	6.76050010795906e-07	0.000191450602557293
TRIM72	46.0318139927553	-1.70676004465883	0.343819714994436	-4.96411337170253	6.90156218989659e-07	0.000193908027646927
LINC00501	15.492955697174	-2.15401486080867	0.43395218493068	-4.96371474924767	6.91574942347528e-07	0.000193908027646927
RASGEF1C	20.4620475922333	-1.73864975340545	0.35049797155567	-4.96051302576311	7.03072463182651e-07	0.000196160680639108
DMBX1	103.105709819979	-1.6860255463455	0.340053870505611	-4.95811308907799	7.11811274913174e-07	0.000197625328375158
IGKV6-21	327.750483339694	-1.52667994584525	0.30816010086696	-4.95417784959886	7.26367477417949e-07	0.000200682932614623
CLDN2	1795.07681808396	-1.82750900429047	0.368983511511263	-4.95282024068084	7.31455400058625e-07	0.000201107625963691
SLC15A1	170.981541271651	-1.70419398884316	0.344264020308761	-4.95025296955142	7.41170795685235e-07	0.000202794355198166
SH2D5	26.4671358492318	-1.54942440458783	0.313538811736815	-4.94173080520705	7.74320794152649e-07	0.000210846063169316
C10orf82	8.95125523242831	-2.34307429562616	0.474532138302269	-4.93765143918168	7.90690015589561e-07	0.000213719160583887
SLAMF6P1	3.90930744179611	-2.89494019792867	0.586349619694158	-4.93722533569422	7.92418936449315e-07	0.000213719160583887
FER1L6	35.4600903127442	-1.73351687205556	0.351591219849177	-4.93048965443219	8.2023760702157e-07	0.000219134988615508
CTCFL	7.27057196229731	-2.37549856105454	0.482623723811523	-4.92205095575085	8.56419065715451e-07	0.000227727056544562
HCN2	72.5730251313416	-1.16533843769926	0.236820435002819	-4.92076808188193	8.62052322490666e-07	0.000228153829164609
MMP10	237.945666944948	-1.59988634928879	0.325400311093424	-4.91667123461801	8.80282012885508e-07	0.000231894942538648
B3GALT5	90.9978442405104	-1.62306394714438	0.330713412244743	-4.90776571814159	9.21198020490827e-07	0.000241237637250126
AL353689.3	3.17536814294605	-2.33788040503547	0.476426810853592	-4.90711343647265	9.24265815941193e-07	0.000241237637250126
FSTL5	20.3904881711018	-2.72271854135506	0.555088397248882	-4.90501793020597	9.3418805255027e-07	0.000242708912478634
IGHJ2	50.5726975427726	-1.32430866961617	0.270223253300282	-4.90079463348239	9.54497930370172e-07	0.000246853213608702
KIF1A	1561.30137595754	-2.17530090286545	0.444072643949253	-4.89852489790844	9.65588049811231e-07	0.000247461429706826
RN7SL151P	3.77998149738396	-3.83390878960572	0.782601207326912	-4.89893032838652	9.63598024453168e-07	0.000247461429706826
SSX1	10.644948386534	-4.59070854351118	0.93734049900687	-4.89758902808011	9.70196815863258e-07	0.000247522555211096
IGKV1OR-3	4.22832034790699	-1.73100301936813	0.353578623375095	-4.89566649376251	9.79731015558339e-07	0.000248834104301315
TCN1	828.036212148141	-2.06806351824866	0.422888417784118	-4.89032905910512	1.00667548209658e-06	0.000254536098013331
MIR137HG	17.5756196744478	-2.4339503814385	0.498000014250638	-4.88745042527955	1.02150206144945e-06	0.000255999264408735
PAGE2B	4.23399424663239	-2.84472035415595	0.581989953668005	-4.88792003406079	1.01906904785274e-06	0.000255999264408735
LINC00958	77.933684303929	-1.45704820056735	0.298359400523986	-4.88353374490111	1.04201307151155e-06	0.000259989146891063
SPRR2F	13.2255216138331	-2.64530003475946	0.54187573774599	-4.88174658965719	1.05150327305433e-06	0.000261206326224786
INSL6	15.5558973034355	-1.49778030021383	0.307020596326881	-4.87843590343094	1.06930400940748e-06	0.000264468299060353
IGKV1D-17	96.9037292885056	-1.73292017476751	0.355483298781361	-4.87482866482944	1.08902932544586e-06	0.000268175838846099
SPRR3	50.0114542253874	-2.49597765427001	0.512509974632082	-4.87010551562787	1.11538670648751e-06	0.000273477369186317
AC005481.1	9.21403835469355	-1.3626948855535	0.28001027922164	-4.86658878860255	1.13540926655321e-06	0.000275997038794167
PSMD10P2	14.8446689163909	-1.5647195884116	0.32248428136968	-4.85208017508886	1.22173210786666e-06	0.000294460996248404
AC023825.1	2.72582288640416	-2.49863967724638	0.514963139067577	-4.85207481407419	1.22176514210203e-06	0.000294460996248404
